Cuenta Nro. 86042058  Movimiento Desde el 01-DEC-10 Al 31-DEC-10
Fecha de aplicacion,Fecha de transaccion,Descripcion,documento,Origen,Valor Total,Valor Efectivo,Valor Cheque,D- Debito C- Credito,Codigo de Transaccion
20101210,20101210,NC TRANSF AUTOMATICA,2,NOVD.AUTOM.SISTE,223605,223605,0,C,NTS
20101210,20101210,NC TRANSF AUTOMATICA,7,NOVD.AUTOM.SISTE,223605,223605,0,C,NTS
20101210,20101210,NC TRANSF AUTOMATICA,17,NOVD.AUTOM.SISTE,126810,126810,0,C,NTS
20101210,20101210,NC TRANSF AUTOMATICA,30,NOVD.AUTOM.SISTE,115875,115875,0,C,NTS
20101210,20101210,NC TRANSF AUTOMATICA,37,NOVD.AUTOM.SISTE,240522.3,240522.3,0,C,NTS
20101210,20101210,NC TRANS ACH REF 0890981207,814201,NOVD.AUTOM.SISTE,4391878,4391878,0,C,NTA
20101210,20101210,NC TRANS ACH REF 0890801053,814201,NOVD.AUTOM.SISTE,32265368,32265368,0,C,NTA
20101210,20101210,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,9251579,0,9251579,C,RCI
20101210,20101210,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,850943,0,850943,C,RCI
20101210,20101210,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,1000,1000,0,D,CSV
20101210,20101210,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,160,160,0,D,IVA
20101213,20101211,NOTA CREDITO RECAUDOS,8900015361,SAO EL BOSQUE,3051079,0,3051079,C,RCI
20101213,20101213,NC TRANSF AUTOMATICA,42,NOVD.AUTOM.SISTE,23640,23640,0,C,NTS
20101213,20101213,NC TRANSF AUTOMATICA,6,NOVD.AUTOM.SISTE,364203.45,364203.45,0,C,NTS
20101213,20101213,NC TRANSF AUTOMATICA,23,NOVD.AUTOM.SISTE,115875,115875,0,C,NTS
20101213,20101213,ND TRANSF. AVALNET,551788,INTERNET,3413172.55,3413172.55,0,D,TDI
20101213,20101213,ND TRANSF. AVALNET,558856,INTERNET,979334.55,979334.55,0,D,TDI
20101213,20101213,ND TRANSF. AVALNET,612747,INTERNET,5426266.7,5426266.7,0,D,TDI
20101213,20101213,NOTA CREDITO RECAUDOS,8999992812,UBATE,477857.5,0,477857.5,C,RCI
20101213,20101213,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,1000,1000,0,D,CSV
20101213,20101213,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,160,160,0,D,IVA
20101214,20101213,NOTA CREDITO RECAUDOS,8918550177,YOPAL,5900000,0,5900000,C,RCI
20101214,20101214,NC TRANSF AUTOMATICA,42,NOVD.AUTOM.SISTE,112608,112608,0,C,NTS
20101214,20101214,NC TRANSF AUTOMATICA,28,NOVD.AUTOM.SISTE,126810,126810,0,C,NTS
20101214,20101214,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,8332029,0,8332029,C,RCI
20101214,20101214,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,7498429,0,7498429,C,RCI
20101214,20101214,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,7650672,0,7650672,C,RCI
20101214,20101214,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,800922,0,800922,C,RCI
20101214,20101214,NOTA CREDITO RECAUDOS,8918551381,DUITAMA,4519997,4519997,0,C,RCI
20101214,20101214,NOTA CREDITO RECAUDOS,8001151718,PASEO DEL COMERC,16579581,0,16579581,C,RCI
20101214,20101214,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,3500,3500,0,D,CSV
20101214,20101214,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,560,560,0,D,IVA
20101215,20101215,NC TRANSF AUTOMATICA,30,NOVD.AUTOM.SISTE,183600,183600,0,C,NTS
20101215,20101215,NC TRANSF AUTOMATICA,20,NOVD.AUTOM.SISTE,134955,134955,0,C,NTS
20101215,20101215,NC TRANSF AUTOMATICA,27,NOVD.AUTOM.SISTE,222187.5,222187.5,0,C,NTS
20101215,20101215,NOTA CREDITO RECAUDOS,8913800073,PALMIRA PQUE BOL,7681712,0,7681712,C,RCI
20101215,20101215,NOTA CREDITO RECAUDOS,8909807673,EL POBLADO,2478325,0,2478325,C,RCI
20101215,20101215,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,1000,1000,0,D,CSV
20101215,20101215,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,160,160,0,D,IVA
20101216,20101216,NC TRANSF AUTOMATICA,3,NOVD.AUTOM.SISTE,237375,237375,0,C,NTS
20101216,20101216,NC TRANSF AUTOMATICA,53,NOVD.AUTOM.SISTE,126810,126810,0,C,NTS
20101216,20101216,NC TRANS ACH REF 8001151021,819170,NOVD.AUTOM.SISTE,457181,457181,0,C,NTA
20101216,20101216,CRE PAGO PROVEEDOR,123389,NOVD.AUTOM.SISTE,9186940,9186940,0,C,CPR
20101216,20101216,NOTA CREDITO RECAUDOS,8906803784,GIRARDOT,6627639,0,6627639,C,RCI
20101216,20101216,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,10382968,0,10382968,C,RCI
20101216,20101216,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,10558911,0,10558911,C,RCI
20101216,20101216,NOTA CREDITO RECAUDOS,8918004750,CHIQUINQUIRA,5100823,0,5100823,C,RCI
20101216,20101216,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,2000,2000,0,D,CSV
20101216,20101216,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,320,320,0,D,IVA
20101217,20101217,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,9243906,0,9243906,C,RCI
20101217,20101217,NOTA CREDITO RECAUDOS,8921150072,RIOHACHA,1538771,0,1538771,C,RCI
20101217,20101217,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,1000,1000,0,D,CSV
20101217,20101217,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,160,160,0,D,IVA
20101220,20101220,NC TRANS ACH REF 8002134871,821591,NOVD.AUTOM.SISTE,9518702,9518702,0,C,NTA
20101220,20101220,NC TRANS ACH REF 8002134871,821591,NOVD.AUTOM.SISTE,2939475,2939475,0,C,NTA
20101221,20101221,NC TRANSF AUTOMATICA,91,NOVD.AUTOM.SISTE,460260,460260,0,C,NTS
20101221,20101221,NC TRANSF AUTOMATICA,7,NOVD.AUTOM.SISTE,17360,17360,0,C,NTS
20101221,20101221,NC TRANSF AUTOMATICA,128,NOVD.AUTOM.SISTE,104090.4,104090.4,0,C,NTS
20101221,20101221,NC TRANSF AUTOMATICA,31,NOVD.AUTOM.SISTE,396534.6,396534.6,0,C,NTS
20101221,20101221,NC TRANSF AUTOMATICA,116,NOVD.AUTOM.SISTE,111800.25,111800.25,0,C,NTS
20101221,20101221,NC TRANSF AUTOMATICA,152,NOVD.AUTOM.SISTE,267204.6,267204.6,0,C,NTS
20101221,20101221,NC TRANS ACH REF 8001431573,822322,NOVD.AUTOM.SISTE,21512173,21512173,0,C,NTA
20101221,20101221,NC TRANS ACH REF 8001431573,822322,NOVD.AUTOM.SISTE,21485439,21485439,0,C,NTA
20101221,20101221,NOTA CREDITO RECAUDOS,8919002721,TULUA CENTRO,6477428,0,6477428,C,RCI
20101221,20101221,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,9927070,0,9927070,C,RCI
20101221,20101221,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,1000,1000,0,D,CSV
20101221,20101221,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,160,160,0,D,IVA
20101222,20101221,NOTA CREDITO RECAUDOS,8909071065,ENVIGADO,15195506,0,15195506,C,RCI
20101222,20101222,NC TRANS ACH REF 0890980093,823002,NOVD.AUTOM.SISTE,16401036,16401036,0,C,NTA
20101222,20101222,ND TRANF ACH 008110367922,93116,INTERNET,25000000,25000000,0,D,TAA
20101222,20101222,ND TRANF ACH 008110367922,93118,INTERNET,25000000,25000000,0,D,TAA
20101222,20101222,ND TRANF ACH 008110367922,93119,INTERNET,25000000,25000000,0,D,TAA
20101222,20101222,ND TRANF ACH 008110367922,93120,INTERNET,25000000,25000000,0,D,TAA
20101222,20101222,ND TRANF ACH 008110367922,93121,INTERNET,18553134.05,18553134.05,0,D,TAA
20101222,20101222,ND TRANF ACH 008110398884,93127,INTERNET,4141263.3,4141263.3,0,D,TAA
20101222,20101222,ND TRANF ACH 008110398884,93128,INTERNET,637117.42,637117.42,0,D,TAA
20101222,20101222,COMISION SERVICIO ACH,0,PRINC BOGOTA,2753,2753,0,D,CSA
20101222,20101222,COMISION SERVICIO ACH,0,PRINC BOGOTA,2753,2753,0,D,CSA
20101222,20101222,COMISION SERVICIO ACH,0,PRINC BOGOTA,2753,2753,0,D,CSA
20101222,20101222,COMISION SERVICIO ACH,0,PRINC BOGOTA,2753,2753,0,D,CSA
20101222,20101222,COMISION SERVICIO ACH,0,PRINC BOGOTA,2753,2753,0,D,CSA
20101222,20101222,COMISION SERVICIO ACH,0,PRINC BOGOTA,2753,2753,0,D,CSA
20101222,20101222,COMISION SERVICIO ACH,0,PRINC BOGOTA,2753,2753,0,D,CSA
20101222,20101222,ND TRANSF. AVALNET,567244,INTERNET,9923056.98,9923056.98,0,D,TDI
20101222,20101222,ND TRANSF. AVALNET,590242,INTERNET,18238943.7,18238943.7,0,D,TDI
20101222,20101222,ND TRANSF. AVALNET,594055,INTERNET,1526624.14,1526624.14,0,D,TDI
20101222,20101222,ND TRANSF. AVALNET,595080,INTERNET,42334102.2,42334102.2,0,D,TDI
20101222,20101222,ND TRANSF. AVALNET,595693,INTERNET,6512938.8,6512938.8,0,D,TDI
20101222,20101222,ND TRANSF. AVALNET,596862,INTERNET,67289060.21,67289060.21,0,D,TDI
20101222,20101222,NOTA CREDITO RECAUDOS,8902061107,CABECERA DEL LLA,539093,0,539093,C,RCI
20101222,20101222,NOTA CREDITO RECAUDOS,8902061107,CABECERA DEL LLA,1206650,0,1206650,C,RCI
20101222,20101222,NOTA CREDITO RECAUDOS,8902061107,CABECERA DEL LLA,1649137,0,1649137,C,RCI
20101222,20101222,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,2000,2000,0,D,CSV
20101222,20101222,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,3400,3400,0,D,IVA
20101223,20101223,NOTA CREDITO RECAUDOS,8908010521,CALLE 20 MANIZAL,449300,0,449300,C,RCI
20101223,20101223,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,10293098,0,10293098,C,RCI
20101223,20101223,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,2175869,0,2175869,C,RCI
20101223,20101223,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,15409783,0,15409783,C,RCI
20101223,20101223,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,2000,2000,0,D,CSV
20101223,20101223,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,320,320,0,D,IVA
20101224,20101223,NOTA CREDITO RECAUDOS,8002236965,IPIALES,7474790,0,7474790,C,RCI
20101224,20101223,NOTA CREDITO RECAUDOS,8000826651,FUSAGASUGA,4611708,0,4611708,C,RCI
20101224,20101224,NC TRANSF AUTOMATICA,126,NOVD.AUTOM.SISTE,171679.5,171679.5,0,C,NTS
20101224,20101224,NC TRANSF AUTOMATICA,66,NOVD.AUTOM.SISTE,474750,474750,0,C,NTS
20101224,20101224,NC TRANSF AUTOMATICA,26,NOVD.AUTOM.SISTE,253620,253620,0,C,NTS
20101224,20101224,NC TRANSF AUTOMATICA,27,NOVD.AUTOM.SISTE,115875,115875,0,C,NTS
20101224,20101224,NC TRANSF AUTOMATICA,28,NOVD.AUTOM.SISTE,128906.1,128906.1,0,C,NTS
20101224,20101224,NC TRANSF AUTOMATICA,46,NOVD.AUTOM.SISTE,103837.5,103837.5,0,C,NTS
20101224,20101224,NC TRANSF AUTOMATICA,70,NOVD.AUTOM.SISTE,231750,231750,0,C,NTS
20101224,20101224,NC TRANSF AUTOMATICA,72,NOVD.AUTOM.SISTE,111555,111555,0,C,NTS
20101224,20101224,NC TRANSF AUTOMATICA,90,NOVD.AUTOM.SISTE,231750,231750,0,C,NTS
20101224,20101224,NC TRANSF AUTOMATICA,118,NOVD.AUTOM.SISTE,111555,111555,0,C,NTS
20101224,20101224,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,1000,1000,0,D,CSV
20101224,20101224,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,160,160,0,D,IVA
20101228,20101228,NOTA CREDITO RECAUDOS,8001040620,SINCELEJO,4490435.8,0,4490435.8,C,RCI
20101228,20101228,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,500,500,0,D,CSV
20101228,20101228,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,80,80,0,D,IVA
20101229,20101229,ND TRANSF. AVALNET,538592,INTERNET,47011811.4,47011811.4,0,D,TDI
20101229,20101229,ND TRANSF. AVALNET,576383,INTERNET,312850,312850,0,D,TDI
20101229,20101229,ND TRANSF. AVALNET,616515,INTERNET,233703,233703,0,D,TDI
20101230,20101230,NC TRANSF AUTOMATICA,204,NOVD.AUTOM.SISTE,26030,26030,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,252,NOVD.AUTOM.SISTE,20910,20910,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,56,NOVD.AUTOM.SISTE,54520,54520,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,25,NOVD.AUTOM.SISTE,115875,115875,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,26,NOVD.AUTOM.SISTE,59490,59490,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,27,NOVD.AUTOM.SISTE,119340,119340,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,67,NOVD.AUTOM.SISTE,59490,59490,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,95,NOVD.AUTOM.SISTE,481961.25,481961.25,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,148,NOVD.AUTOM.SISTE,115875,115875,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,152,NOVD.AUTOM.SISTE,123787.8,123787.8,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,158,NOVD.AUTOM.SISTE,111800.25,111800.25,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,159,NOVD.AUTOM.SISTE,114449.85,114449.85,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,169,NOVD.AUTOM.SISTE,181838.7,181838.7,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,170,NOVD.AUTOM.SISTE,91800,91800,0,C,NTS
20101230,20101230,NC TRANSF AUTOMATICA,264,NOVD.AUTOM.SISTE,134955,134955,0,C,NTS
20101230,20101230,NC TRANS ACH REF 0811039888,825994,NOVD.AUTOM.SISTE,5152,5152,0,C,NTA
20101230,20101230,NC TRANS ACH REF 0811039888,825994,NOVD.AUTOM.SISTE,12684,12684,0,C,NTA
20101230,20101230,CRE PAGO PROVEEDOR,83593,NOVD.AUTOM.SISTE,44422,44422,0,C,CPR
20101230,20101230,CRE PAGO PROVEEDOR,83617,NOVD.AUTOM.SISTE,50318,50318,0,C,CPR
20101230,20101230,NOTA CREDITO RECAUDOS,8907020270,EL ESPINAL,5347261.2,5347261.2,0,C,RCI
20101230,20101230,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,12161041,0,12161041,C,RCI
20101230,20101230,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,10806061,0,10806061,C,RCI
20101230,20101230,NOTA CREDITO RECAUDOS,8909052111,CENTRO PAGOS MED,12402690,0,12402690,C,RCI
20101230,20101230,NOTA CREDITO RECAUDOS,8924000382,SAN ANDRES ISLA,2008682.8,0,2008682.8,C,RCI
20101230,20101230,NOTA CREDITO RECAUDOS,8070036594,AVENIDA 0,1618566,0,1618566,C,RCI
20101230,20101230,COMISION SERVICIO RECAUDO,0,PRINC BOGOTA,3000,3000,0,D,CSV
20101230,20101230,NOTA DEBITO I.V.A.,0,PRINC BOGOTA,480,480,0,D,IVA
20101231,20101231,RENDIM FINANC - INTERESES,0,PRINC BOGOTA,74909.18,74909.18,0,C,INT
